pH,C0,Time,Dose,Temp,Flow,Chloride,Hardness,Carbonate,NOM,pH_dev,pH_abs_dev,pH_dev_sq,pH_gaussian,pH_optimal,ion_strength,ion_pH_interaction,ion_ratio,high_perf_flag,optimal_pH_score,C0_Dose_ratio,adsorbent_excess,equilibrium_indicator,fouling_impact,flow_time_product,log_C0,log_Dose,log_Time,log_ion_strength,log_NOM,pH_Time_interaction,pH_Dose_interaction,Temp_Time_interaction,C0_Flow_interaction,pH_Temp_interaction,performance_index,stress_indicator,optimal_conditions,residual
4.35,9.07,34,2.48,28.8,1.682,49,166,98,41,-2.1500000000000004,2.1500000000000004,4.622500000000001,9.659341372218367e-05,0.17785682525566915,313,672.9500000000002,0.2994011976047904,0.0,0.2833333333333332,3.554263565891473,-1.161266391899317,0.2809917355371901,15.891472868217054,57.187999999999995,2.2159372862683733,0.9477893989335261,3.529297384289471,5.749392985908253,3.7376696182833684,-0.7310000000000001,-0.5332000000000001,1.0239402417089511,15.25574,0.2579999999999999,-3.1519035464211064e-05,2.64,0.0,-0.5850004507526498
4.61,9.24,58,1.5,36.4,1.297,69,342,44,9,-1.8899999999999997,1.8899999999999997,3.572099999999999,0.000789429519956169,0.21871787581199018,455,859.9499999999998,0.20408163265306123,0.0,0.3700000000000001,5.8374999999999995,-1.5381061725789718,0.4793388429752066,5.625,75.226,2.234306252240751,0.47000362924573563,4.062165663857866,6.1224928095143865,2.302585092994046,-1.0961999999999998,-0.2835,1.4842236295816817,11.98428,-1.2095999999999996,-0.0005820258860555124,3.2199999999999998,0.0,-0.8808685755583867
4.24,1.96,86,3.05,32.0,1.221,17,336,91,4,-2.26,2.26,5.107599999999999,3.6609602081926864e-05,0.16373043421311156,444,1003.4399999999999,0.05341246290801187,0.0,0.2466666666666667,0.653968253968254,-0.9420840704835992,0.7107438016528925,1.2698412698412698,105.006,0.7227059828014898,1.1474024528375417,4.455509411433685,6.09807428216624,1.6094379124341003,-1.9435999999999998,-0.6892999999999999,1.4290905979694668,2.39316,-0.45199999999999996,-2.4513072508585782e-05,3.35,0.0,-0.3079027569378003
5.96,7.61,76,3.99,37.3,1.827,33,410,77,6,-0.54,0.54,0.2916,0.5581095554166826,0.774233508826262,520,280.8,0.0827250608272506,0.0,0.82,1.885085574572127,-0.5806255053418893,0.628099173553719,1.466992665036675,138.852,2.0425181875752383,1.4085449700547104,4.33204826486764,6.255750041753367,1.9459101490553132,-0.41040000000000004,-0.21546000000000004,1.620239422351424,13.90347,-0.3941999999999999,-0.20353719703633127,2.87,0.0,0.4460585752270329
8.79,1.32,120,2.71,38.2,1.18,29,351,54,28,2.289999999999999,2.289999999999999,5.244099999999996,2.786330410251991e-05,0.16015118271648446,434,993.8599999999997,0.08522727272727272,0.0,0.2366666666666669,0.505338078291815,-1.0728244025561324,0.9917355371900827,9.9644128113879,141.6,0.3506568716131695,1.0331844833456545,4.788324729085938,6.075346031088684,3.367295829986474,2.747999999999999,0.6205899999999998,1.8319919884179552,1.5576,1.8778,-2.9645387679694965e-05,3.3149999999999995,0.0,0.3943989889450621
4.78,4.59,41,2.92,36.4,0.689,92,447,59,11,-1.7199999999999998,1.7199999999999998,2.9583999999999993,0.002693806580421495,0.25262732417138245,598,1028.56,0.20758928571428573,0.0,0.42666666666666675,1.552980132450331,-0.9920730209819207,0.33884297520661155,3.642384105960265,28.249,1.5454325824581878,1.1052568313867783,3.716008121502189,6.395261598115449,2.4849066497880004,-0.7051999999999999,-0.5022399999999999,1.360511741055146,3.1625099999999997,-1.1007999999999996,-0.0009055418687551151,3.85,0.0,-0.407212768223089
6.68,1.29,104,5.0,31.3,1.842,30,294,42,39,0.17999999999999972,0.17999999999999972,0.0323999999999999,0.9372548956126778,0.9686168151879117,366,65.8799999999999,0.10508474576271186,1.0,0.9400000000000001,0.27254901960784317,-0.19224981300877567,0.859504132231405,7.647058823529412,191.568,0.32930374714260047,1.62924053973028,4.645351975620923,5.905361848054571,3.6888794541139363,0.1871999999999997,0.08999999999999986,1.4566895895993048,2.37618,0.023399999999999976,-0.15487153847935597,1.92,0.9372548956126778,-0.15659552325697
8.42,9.35,62,2.52,20.9,1.714,59,282,75,41,1.92,1.92,3.6864,0.0006281070149764975,0.21338340730624786,416,798.72,0.21201413427561838,0.0,0.36,3.606870229007633,-1.1458851763613718,0.512396694214876,15.648854961832061,106.268,2.2460147415056513,0.9631743177730056,4.128745988939433,6.0330862217988015,3.7376696182833684,1.1904,0.48384,0.8659151578158303,16.0259,-1.7472,-0.0003687916371328085,3.04,0.0,-0.1690664647428503
6.28,5.69,42,0.62,22.7,0.59,47,174,54,21,-0.21999999999999975,0.21999999999999975,0.04839999999999989,0.9077375354868298,0.9538344143456696,275,60.49999999999993,0.2742857142857143,1.0,0.9266666666666667,8.041666666666668,-1.8764929144137639,0.34710743801652894,29.166666666666668,24.779999999999998,1.7561322915849038,-0.3285040669720361,3.7400477406883357,5.62040086571715,3.091042453358316,-0.0923999999999999,-0.013639999999999985,0.8537924262624387,3.3571,0.16059999999999983,-0.5912499855083871,1.4849999999999999,0.9077375354868298,1.2155160887190029
3.25,8.09,12,4.02,26.2,0.968,78,180,68,43,-3.25,3.25,10.5625,6.691586091292782e-10,0.08648648648648649,326,1059.5,0.43646408839779005,0.0,-0.08333333333333326,1.9878640776699033,-0.5690895936884307,0.09917355371900827,10.436893203883496,11.616,2.102913897864978,1.4158531633614349,2.4932054526026954,5.7899601708972535,3.784189633918261,-0.39,-1.3064999999999998,0.6720167316549227,7.831119999999999,1.235,-3.776640009743765e-11,3.255,0.0,0.9194288183737735
5.36,5.71,96,2.91,24.3,1.983,79,85,63,4,-1.1399999999999997,1.1399999999999997,1.2995999999999992,0.07433302085078977,0.4348582362149941,227,258.7799999999999,0.9302325581395349,0.0,0.6200000000000001,1.9302325581395345,-0.995918324866407,0.7933884297520661,1.3289036544850497,190.368,1.7595805708638197,1.1019400787607845,4.565389315976247,5.429345628954441,1.6094379124341003,-1.0943999999999996,-0.3317399999999999,1.111654767776322,11.322930000000001,0.6497999999999997,-0.058734242069139776,1.7049999999999998,0.0,-0.3925107110033341
4.44,1.51,21,2.76,22.5,1.075,43,150,71,27,-2.0599999999999996,2.0599999999999996,4.243599999999998,0.00020608950360827944,0.19070867343046768,264,543.8399999999999,0.2913907284768212,0.0,0.31333333333333346,0.562937062937063,-1.0535978831337012,0.17355371900826447,9.440559440559442,22.575,0.4762341789963717,1.0508216248317612,3.0492730404820207,5.579729825986222,3.332204510175204,-0.43259999999999993,-0.5685599999999998,0.6954845520056212,1.6232499999999999,1.5449999999999997,-3.768466743382585e-05,2.3499999999999996,0.0,-0.2196875341730484
6.85,8.48,75,2.95,23.2,0.512,57,393,10,19,0.34999999999999964,0.34999999999999964,0.12249999999999975,0.7827045382418686,0.8908685968819601,460,160.99999999999983,0.14720812182741116,1.0,0.8833333333333334,2.8131147540983603,-0.9805371093284618,0.6198347107438017,6.229508196721311,38.4,2.149433913499871,1.1151415906193203,4.318820558770089,6.133398042996649,2.995732273553991,0.26249999999999973,0.10324999999999991,1.0047301349464286,4.341760000000001,-0.23799999999999977,-0.47570506945410146,2.4749999999999996,0.7827045382418686,0.8617920542781299
6.14,1.46,37,4.14,39.4,1.964,5,196,44,25,-0.3600000000000003,0.3600000000000003,0.12960000000000024,0.7716686738745258,0.8852691218130311,245,88.20000000000007,0.030456852791878174,1.0,0.8799999999999999,0.3679245283018869,-0.5229459470745954,0.30578512396694213,5.896226415094341,72.66799999999999,0.44468582126144574,1.4445632692438661,3.6136169696133895,5.5053315359323625,3.258096538021482,-0.1332000000000001,-0.14904000000000012,1.433208946932196,2.8674399999999998,-0.33840000000000026,-0.1233968363886207,1.4050000000000002,0.7716686738745258,0.2153416488024557
6.66,2.73,47,3.42,27.1,1.89,6,66,84,20,0.16000000000000014,0.16000000000000014,0.025600000000000046,0.9500886338026268,0.9750390015600623,156,24.960000000000022,0.1044776119402985,1.0,0.9466666666666667,0.8039772727272727,-0.7998078267576071,0.3884297520661157,5.681818181818182,88.83,1.0402767116551463,1.2584609896100056,3.8522730010223722,5.056245805348308,3.044522437723423,0.07520000000000007,0.054720000000000046,1.0490954739560385,5.1597,-0.04640000000000002,-0.295163233844238,0.8600000000000001,0.9500886338026268,0.6996662900276265
8.37,7.28,99,2.64,24.9,1.436,29,36,82,21,1.8699999999999992,1.8699999999999992,3.496899999999997,0.0009175531963897176,0.22237541417420906,147,274.8899999999999,0.8108108108108109,0.0,0.3766666666666669,2.6934306569343063,-1.0997415297475364,0.8181818181818182,7.664233576642335,142.164,1.998773638612381,1.007957920399979,4.596129441335942,4.997212273764115,3.091042453358316,1.851299999999999,0.4936799999999998,1.1466873763110348,10.45408,-0.9536999999999999,-0.0008256038365819389,1.6699999999999995,0.0,-0.0921587785963709
8.99,8.46,101,2.07,23.0,0.814,61,267,26,35,2.49,2.49,6.200100000000001,4.117765072160478e-06,0.13888695990333466,354,881.46,0.23134328358208955,0.0,0.16999999999999993,3.9447004608294933,-1.3189238511632542,0.8347107438016529,16.129032258064516,82.214,2.1471001901536506,0.7747271675523681,4.616110126026426,5.872117789475416,3.58351893845611,2.5149,0.51543,1.0637437470553823,6.88644,-1.7429999999999999,-4.533329547794237e-06,3.015,0.0,-0.2397358481112483
6.4,6.97,70,1.73,35.8,1.935,18,435,56,25,-0.09999999999999964,0.09999999999999964,0.009999999999999929,0.9801986733067555,0.9900990099009901,509,50.89999999999982,0.04357798165137615,1.0,0.9666666666666668,3.863387978142076,-1.4496641832357875,0.5785123966942148,13.66120218579235,135.45000000000002,1.9558604799084813,0.6043159668533296,4.249922794040544,6.234410725718371,3.258096538021482,-0.06999999999999976,-0.017299999999999937,1.5260393959807907,13.48695,-0.05799999999999976,-0.8220423441352298,2.5949999999999998,0.9801986733067555,0.4545042348479073
8.97,9.88,32,0.59,32.6,1.194,5,230,63,25,2.4700000000000006,2.4700000000000006,6.100900000000003,5.0214089314692954e-06,0.14082721908490467,298,736.0600000000002,0.025974025974025976,0.0,0.17666666666666642,14.463768115942031,-1.8880288260672227,0.2644628099173554,36.231884057971016,38.208,2.300583090323373,-0.37106368139083207,3.4688560301359703,5.700443573390687,3.258096538021482,0.7904000000000002,0.14573000000000003,1.1398614650380727,11.79672,0.6422000000000005,-2.5072568092787946e-06,2.7250000000000005,0.0,0.9330165530067656
8.62,8.64,29,3.65,24.5,0.821,72,412,20,14,2.119999999999999,2.119999999999999,4.494399999999997,0.00012479976313343807,0.18200349446709388,504,1068.4799999999996,0.17675544794188863,0.0,0.29333333333333356,2.3306666666666667,-0.7113658374144227,0.2396694214876033,3.7333333333333334,23.808999999999997,2.167910189667444,1.3217558399823195,3.370738174177447,6.22455842927536,2.70805020110221,0.6147999999999998,0.7737999999999997,0.8332933585072282,7.09344,-1.1659999999999997,-2.1277440928145896e-05,3.5799999999999996,0.0,-0.5386756345010255
5.31,8.97,107,2.67,24.6,1.776,82,418,4,14,-1.1900000000000004,1.1900000000000004,1.416100000000001,0.058883168097810246,0.4138901535532468,504,599.7600000000002,0.19809069212410502,0.0,0.6033333333333333,3.2743682310469313,-1.0882056180940776,0.8842975206611571,5.054151624548736,190.032,2.2049722641270453,1.0188473201992472,4.673762977453703,6.22455842927536,2.70805020110221,-1.2733000000000003,-0.3177300000000001,1.1518042818725582,15.93072,0.6426000000000001,-0.056663127222049685,3.115,0.0,-0.5157295941100397
5.87,1.73,73,4.81,31.7,1.077,64,185,98,2,-0.6299999999999999,0.6299999999999999,0.39689999999999986,0.45212345767308304,0.7158708568974158,347,218.60999999999996,0.34946236559139787,0.0,0.79,0.37270875763747463,-0.26531058681401504,0.6033057851239669,0.40733197556008155,78.621,0.6043159668533296,1.591273941806429,4.291828366755733,5.8522024797744745,1.0986122886681098,-0.4599,-0.3030299999999999,1.364388634545722,1.8632099999999998,-0.10709999999999993,-0.07236842322592382,2.05,0.0,0.7019809270639907
3.31,8.85,117,4.37,29.4,1.495,47,324,66,24,-3.19,3.19,10.1761,1.4492784863158007e-09,0.08947665106790383,437,1394.03,0.1476923076923077,0.0,-0.06333333333333324,2.0022371364653244,-0.43450395773141093,0.9669421487603306,5.369127516778524,174.91500000000002,2.191653532286764,1.4973884086254774,4.763028270603671,6.082218910376446,3.2188758248682006,-3.7323000000000004,-1.39403,1.4025812795929054,13.23075,0.19140000000000046,-6.089001393770814e-10,3.7800000000000002,0.0,0.4260047792489763
6.77,3.55,93,2.58,33.4,0.848,22,337,88,8,0.2699999999999996,0.2699999999999996,0.07289999999999977,0.8643305520095864,0.9320533134495296,447,120.68999999999981,0.06804733727810651,1.0,0.9100000000000001,1.3619402985074627,-1.122813353054454,0.768595041322314,2.9850746268656714,78.864,1.2947271675944,0.9858167945227654,4.533674184283021,6.104793232414985,2.1972245773362196,0.2510999999999996,0.06965999999999989,1.5174604572781811,3.0103999999999997,0.09179999999999981,-0.7459075646957359,2.3699999999999997,0.8643305520095864,0.7633043586183748
7.06,2.45,11,0.97,30.3,0.76,87,83,5,5,0.5599999999999996,0.5599999999999996,0.31359999999999955,0.5340851477595175,0.7612667478684533,175,97.99999999999993,1.0476190476190477,0.0,0.8133333333333335,2.383177570093458,-1.7419072784567444,0.09090909090909091,4.672897196261682,8.36,0.9360933591703349,0.06765864847381486,2.4069451083182885,5.170483995038151,1.791759469228055,0.06159999999999996,0.05431999999999996,0.7529267148857641,1.862,0.01680000000000003,-0.08457516419981358,1.1549999999999998,0.0,0.0764713260447673
5.0,2.54,110,3.05,28.4,1.601,37,493,19,9,-1.5,1.5,2.25,0.011108996538242306,0.3076923076923077,549,823.5,0.07692307692307693,0.0,0.5,0.8380952380952381,-0.9420840704835992,0.9090909090909091,2.857142857142857,176.10999999999999,0.9707789171582248,1.1474024528375417,4.701389043728634,6.309918278226516,2.302585092994046,-1.65,-0.4574999999999999,1.3375065771727028,4.06654,0.2400000000000002,-0.009514189707032295,3.495,0.0,-0.5517188283632275
4.89,3.0,49,0.56,31.1,1.938,91,112,78,12,-1.6100000000000003,1.6100000000000003,2.592100000000001,0.005604418357058414,0.2783886862837893,281,452.4100000000001,0.8141592920353983,0.0,0.46333333333333326,4.696969696969697,-1.8995647377206812,0.4049586776859504,18.18181818181818,94.962,1.1314021114911006,-0.4155154439616658,3.893859034800475,5.641907070938114,2.5649493574615367,-0.7889000000000002,-0.09016000000000003,1.2166391546881534,5.814,-0.17710000000000026,-0.004311172056517596,2.21,0.0,-0.4608192805702642
4.8,6.08,86,1.61,38.3,1.016,60,346,86,43,-1.7000000000000002,1.7000000000000002,2.8900000000000006,0.003088715408236766,0.2570694087403599,492,836.4000000000001,0.17579250720461095,0.0,0.43333333333333324,3.6140350877192975,-1.4958078298496225,0.7107438016528925,25.146198830409354,87.376,1.8213182714695995,0.5364933705145686,4.455509411433685,6.20050917404269,3.784189633918261,-1.4620000000000002,-0.27370000000000005,1.7104428094447053,6.1772800000000005,-1.4109999999999996,-0.0032837249875729306,3.31,0.0,-0.8324046289570193
6.19,9.15,28,3.38,34.5,0.59,77,345,37,38,-0.3099999999999996,0.3099999999999996,0.09609999999999976,0.8251418236230215,0.9123255177447315,459,142.28999999999982,0.2254335260115607,1.0,0.8966666666666668,2.6580459770114944,-0.8151890422955521,0.23140495867768596,10.919540229885058,16.52,2.224623551524334,1.247032293786383,3.3357695763397,6.131226489483141,3.6635616461296463,-0.08679999999999989,-0.10477999999999987,1.1617170613453336,5.3985,-0.13949999999999982,-0.15565375241986096,2.4499999999999997,0.8251418236230215,0.0967090571170716
7.31,6.9,35,4.06,30.1,0.509,50,269,91,3,0.8099999999999996,0.8099999999999996,0.6560999999999994,0.26922710474659994,0.6038282712396597,410,332.09999999999985,0.18888888888888888,0.0,0.7300000000000002,1.682692307692308,-0.5537083781504856,0.2892561983471074,0.7211538461538463,17.815,1.9459101490553132,1.4255150742731717,3.55820113047182,6.018593214496234,1.3862943611198906,0.28349999999999986,0.3288599999999998,1.0786392004752892,3.5121,0.00810000000000011,-0.04312037705222046,2.4549999999999996,0.0,-0.0204757242105353
5.77,1.36,110,4.21,28.3,0.576,80,48,82,0,-0.7300000000000004,0.7300000000000004,0.5329000000000006,0.3444521827669086,0.6523582751647202,210,153.3000000000001,1.653061224489796,0.0,0.7566666666666665,0.3387470997679815,-0.49602881988319136,0.9090909090909091,0.0,63.35999999999999,0.3784364357202452,1.4609379041156563,4.701389043728634,5.351858133476067,0.0,-0.8030000000000004,-0.3073300000000002,1.3327970469713906,0.78336,0.12410000000000002,-0.15532564520369002,1.4150000000000003,0.0,-0.445105030327432
4.32,6.7,17,1.21,35.9,1.29,96,392,26,21,-2.1799999999999997,2.1799999999999997,4.752399999999999,7.44934020193052e-05,0.1738404839719074,514,1120.5199999999998,0.24681933842239187,0.0,0.27333333333333343,5.190839694656488,-1.6496199852290736,0.14049586776859505,16.030534351145036,21.93,1.916922612182061,0.2700271372130602,2.8390784635086144,6.244166900663736,3.091042453358316,-0.37059999999999993,-0.26377999999999996,1.037643461084723,8.643,-1.2861999999999996,-1.7264947773212762e-05,3.6599999999999997,0.0,-0.728739333137955
3.04,5.02,44,2.57,25.1,1.617,69,420,51,40,-3.46,3.46,11.9716,3.9957688866278e-11,0.07709149218292269,540,1868.4,0.166270783847981,0.0,-0.15333333333333332,1.9176029962546814,-1.1266586569389403,0.36363636363636365,14.981273408239701,71.148,1.6331544390514163,0.9820784724121582,3.7864597824528,6.293419278846481,3.713572066704308,-1.5224000000000002,-0.8892199999999999,0.9554722849323503,8.117339999999999,1.6953999999999994,-1.637042766271448e-11,4.43,0.0,0.8170491728551408
4.07,5.62,24,2.16,26.3,1.693,53,233,1,23,-2.4299999999999997,2.4299999999999997,5.904899999999999,7.431372442053741e-06,0.1448246897131023,287,697.41,0.23076923076923078,0.0,0.19000000000000006,2.530973451327433,-1.2843161162028776,0.19834710743801653,10.176991150442477,40.632000000000005,1.7439688053917064,0.8153648132841946,3.1822118404966093,5.662960480135946,3.1780538303479458,-0.5831999999999999,-0.52488,0.8465643419403368,9.514660000000001,0.8990999999999998,-1.893070689488044e-06,2.65,0.0,-0.4914383700474816
5.11,6.49,80,2.11,33.8,1.43,62,118,100,44,-1.3899999999999997,1.3899999999999997,1.932099999999999,0.020979699484925757,0.3410524879778999,280,389.19999999999993,0.5294117647058824,0.0,0.5366666666666668,2.981900452488688,-1.303542635625309,0.6611570247933884,19.90950226244344,114.39999999999999,1.8855533485144158,0.7929925155296614,4.383275854074314,5.638354669333745,3.8066624897703196,-1.1119999999999997,-0.29328999999999994,1.4853238142792844,9.2807,-0.5281999999999994,-0.018081277858649294,2.0949999999999998,0.0,-0.414064893661199
4.7,8.58,58,2.5,37.9,0.741,19,286,99,20,-1.7999999999999998,1.7999999999999998,3.2399999999999993,0.0015338106793244659,0.23584905660377362,404,727.1999999999999,0.06968641114982578,0.0,0.4,3.338461538461538,-1.1535757841303442,0.4793388429752066,7.692307692307692,42.978,2.1610215286722587,0.9555114450274363,4.062165663857866,6.003887067106539,3.044522437723423,-1.0439999999999998,-0.45,1.5453866912402676,6.35778,-1.4219999999999995,-0.0008481262620854096,2.92,0.0,-0.7149051636824013
6.43,1.5,101,0.9,35.0,1.654,7,390,69,16,-0.07000000000000028,0.07000000000000028,0.00490000000000004,0.9902478635182346,0.995123892924669,466,32.62000000000013,0.020460358056265986,1.0,0.9766666666666666,1.6,-1.768824405648148,0.8347107438016529,16.0,167.054,0.47000362924573563,0.0,4.616110126026426,6.1463292576688975,2.833213344056216,-0.07070000000000029,-0.006300000000000026,1.6187404846494948,2.481,-0.03500000000000014,-1.4620581277010822,2.365,0.9902478635182346,0.4591636283617268
4.57,2.23,106,4.24,34.0,0.594,48,181,87,14,-1.9299999999999997,1.9299999999999997,3.724899999999999,0.0005815579121458031,0.211644690892929,316,609.8799999999999,0.2692307692307692,0.0,0.3566666666666668,0.5368663594470047,-0.48449290822973246,0.8760330578512396,3.2258064516129035,62.964,0.8458682675776092,1.4678743481123135,4.664382045619937,5.75890177387728,2.70805020110221,-2.0458,-0.8183199999999999,1.5887618037170481,1.32462,-0.7719999999999999,-0.00024683167372653163,2.545,0.0,-0.8052681900007346
5.94,7.26,47,2.56,31.9,1.27,85,190,78,42,-0.5599999999999996,0.5599999999999996,0.31359999999999955,0.5340851477595175,0.7612667478684533,353,197.67999999999986,0.450261780104712,0.0,0.8133333333333335,2.7669172932330826,-1.1305039608234266,0.3884297520661157,15.789473684210526,59.69,1.9960599327407849,0.9783261227936078,3.8522730010223722,5.869296913133774,3.7612001156935624,-0.2631999999999998,-0.1433599999999999,1.2349131224796173,9.2202,-0.10639999999999986,-0.23452820349650977,2.045,0.0,0.8175581061929975
4.95,9.02,19,1.99,21.3,1.301,32,151,8,36,-1.5499999999999998,1.5499999999999998,2.4024999999999994,0.00818870101437409,0.2939015429831007,191,296.04999999999995,0.21710526315789475,0.0,0.4833333333333334,4.363636363636363,-1.3496862822391442,0.15702479338842976,17.224880382775122,24.718999999999998,2.21046980408624,0.7371640659767196,2.9496883350525844,5.2574953720277815,3.6109179126442243,-0.2945,-0.30845,0.638090974267,11.735019999999999,1.3484999999999998,-0.001735465877195959,1.73,0.0,-0.5885382650309179
4.82,4.46,102,4.78,27.8,1.542,53,332,88,39,-1.6799999999999997,1.6799999999999997,2.822399999999999,0.0035358555015075816,0.26161573880284644,473,794.6399999999999,0.16216216216216217,0.0,0.44000000000000006,0.9344262295081966,-0.2768464984674736,0.8429752066115702,7.991803278688525,157.284,1.5173226235262947,1.5851452198650557,4.625952725170619,6.161207321695077,3.6888794541139363,-1.7135999999999996,-0.8030399999999999,1.2884546587278387,6.87732,0.3695999999999998,-0.0008251793379941432,3.205,0.0,-0.7364131086001047
3.55,2.03,118,4.2,30.0,1.796,7,121,94,50,-2.95,2.95,8.7025,2.761242456828035e-08,0.10306622004637979,222,654.9000000000001,0.06557377049180328,0.0,0.016666666666666607,0.49534883720930234,-0.49987412376767754,0.9752066115702479,11.627906976744187,211.928,0.7561219797213337,1.4586150226995167,4.771531723203316,5.407171771460119,3.9318256327243257,-3.4810000000000003,-1.239,1.433737047933459,3.6458799999999996,-0.0,-1.3460519927835431e-08,2.585,0.0,0.7836922029227757
6.64,9.09,70,4.31,35.2,1.477,60,360,6,40,0.13999999999999968,0.13999999999999968,0.01959999999999991,0.9615583782382695,0.9807767752059633,426,59.639999999999866,0.16897506925207756,1.0,0.9533333333333335,2.0839002267573696,-0.45757578103832874,0.5785123966942148,9.0702947845805,103.39,2.2181159363675955,1.4838746894587544,4.249922794040544,6.056784013228625,3.713572066704308,0.09799999999999978,0.06033999999999986,1.5004633167185433,13.425930000000001,0.07279999999999988,-0.254537254673907,2.1999999999999997,0.9615583782382695,1.177738606590415
8.8,3.16,53,3.37,21.4,0.692,25,42,1,20,2.3000000000000007,2.3000000000000007,5.290000000000004,2.5419346516199068e-05,0.1589825119236883,68,156.40000000000003,0.6046511627906976,0.0,0.23333333333333306,0.9394812680115274,-0.8190343461800383,0.4380165289256198,5.763688760806916,36.675999999999995,1.1817271953786164,1.244154593958768,3.9721769282478934,4.23410650459726,3.044522437723423,1.2190000000000003,0.7751000000000003,0.8536425859647546,2.1867199999999998,-1.9780000000000009,-9.119205341104164e-06,1.4900000000000004,0.0,0.0695715682978237
8.05,6.66,39,3.15,21.9,0.911,64,244,28,14,1.5500000000000007,1.5500000000000007,2.402500000000002,0.008188701014374047,0.2939015429831005,336,520.8000000000002,0.2653061224489796,0.0,0.48333333333333306,2.08,-0.9036310316387365,0.32231404958677684,4.3076923076923075,35.529,1.9110228900548727,1.1786549963416462,3.66612246699132,5.820082930352362,2.70805020110221,0.6045000000000003,0.4882500000000002,0.807864600450952,6.06726,-1.255500000000001,-0.0023849835493437977,2.455,0.0,-0.1152571925265801
3.12,1.41,73,0.92,29.5,1.614,71,344,8,6,-3.38,3.38,11.424399999999999,1.1936918862357243e-10,0.0804867840700557,423,1429.74,0.20869565217391303,0.0,-0.1266666666666667,1.4803921568627452,-1.7611337978791757,0.6033057851239669,5.88235294117647,117.822,0.412109650826833,0.01980262729617973,4.291828366755733,6.049733455231958,1.9459101490553132,-2.4673999999999996,-0.31096,1.26969920249523,2.27574,0.16899999999999998,-1.2683002655585378e-10,3.805,0.0,0.9954308879487774
5.98,5.82,30,0.52,33.5,0.821,81,402,11,9,-0.5199999999999996,0.5199999999999996,0.27039999999999953,0.5822822402018138,0.7871536523929474,494,256.87999999999977,0.20347394540942929,0.0,0.8266666666666668,9.548387096774194,-1.9149459532586268,0.24793388429752067,14.516129032258064,24.63,1.7783364488959144,-0.4780358009429998,3.40452517175483,6.20455776256869,2.302585092994046,-0.15599999999999986,-0.02703999999999998,1.150385713502524,4.77822,-0.18199999999999986,-0.2764559552550821,2.73,0.0,0.5755220112664059
5.34,7.75,107,1.87,22.0,1.548,75,262,32,43,-1.1600000000000001,1.1600000000000001,1.3456000000000004,0.06779953109924777,0.4263301500682128,369,428.0400000000001,0.2889733840304182,0.0,0.6133333333333333,3.9847715736040605,-1.3958299288529794,0.8842975206611571,21.82741116751269,165.636,2.060513531794317,0.6780335427498972,4.673762977453703,5.91350300563827,3.784189633918261,-1.2412,-0.21692000000000006,1.0300688699673284,11.997,0.9280000000000002,-0.08368692371691352,2.425,0.0,-1.0399090541451663
4.16,8.13,91,3.08,37.6,1.572,36,94,18,31,-2.34,2.34,5.475599999999999,1.753695831946039e-05,0.15442584470937057,148,346.32,0.3894736842105263,0.0,0.22000000000000008,2.588050314465409,-0.9305481588301403,0.7520661157024794,9.748427672955975,143.052,2.1077860146889784,1.1568811967920856,4.511957804265912,5.003946305945459,3.4657359027997265,-2.1294,-0.7207199999999999,1.7001925049704394,12.780360000000002,-1.7784000000000002,-1.2272955116401527e-05,1.91,0.0,-0.6945060863997914
3.34,4.63,88,3.43,23.5,0.614,82,304,84,6,-3.16,3.16,9.985600000000002,2.1213779139165823e-09,0.09102825517040489,470,1485.2,0.2721311475409836,0.0,-0.053333333333333455,1.3399433427762037,-0.7959625228731206,0.7272727272727273,1.6997167138810196,54.032,1.5539252025038415,1.2612978709452054,4.478472532942134,6.154858094016418,1.9459101490553132,-2.7808000000000006,-1.0838800000000002,1.0548295468870528,2.8428199999999997,2.054,-1.2280271391478987e-09,3.93,0.0,0.1494683695270171
6.2,1.26,101,1.63,32.3,1.284,1,253,79,10,-0.2999999999999998,0.2999999999999998,0.0899999999999999,0.8352702114112722,0.9174311926605506,333,99.89999999999993,0.007874015748031496,1.0,0.9,0.7861271676300579,-1.4881172220806502,0.8347107438016529,5.780346820809249,129.684,0.3074846997479607,0.5481214085096876,4.616110126026426,5.811140992976701,2.3978952727983707,-0.3029999999999998,-0.048899999999999964,1.4938662186908191,1.61784,-0.06899999999999987,-1.037528749222298,1.815,0.8352702114112722,-0.2863447590972501
4.05,3.88,31,3.25,25.1,1.138,79,302,6,6,-2.45,2.45,6.002500000000001,6.113567966371391e-06,0.14280614066404854,387,948.1500000000001,0.264026402640264,0.0,0.18333333333333324,1.1880597014925374,-0.8651779927938736,0.256198347107438,1.791044776119403,35.278,1.3812818192963463,1.208960345836975,3.4372078191851885,5.961005339623274,1.9459101490553132,-0.7595000000000001,-0.79625,0.8698997116027314,4.415439999999999,1.2004999999999997,-1.3551161844675855e-06,3.16,0.0,-0.4998187780556944
