Run,pH,C0,Time,Dose,Temp,Flow,Chloride,Hardness,Carbonate,NOM,Order,q_removal
345,6.7,2.08,75,3.88,30.7,1.69,67,196,80,18,178,0.10260941629715772
346,8.45,1.35,27,4.29,36.2,1.506,31,58,57,13,41,0.1
347,8.05,6.66,39,3.15,21.9,0.911,64,244,28,14,498,0.14586673831262875
348,4.26,9.63,19,2.13,32.6,0.517,16,487,73,15,421,0.1
349,8.67,4.25,112,2.02,27.7,1.908,36,316,13,18,206,0.1
350,8.01,2.78,44,0.6,29.2,1.71,4,499,22,47,282,0.1
351,4.99,6.34,25,4.53,32.1,1.902,28,488,17,12,254,0.13941414186671777
352,3.84,3.44,119,1.91,26.6,1.377,89,165,62,25,412,0.1
353,5.39,1.13,66,1.89,24.8,0.839,42,56,58,17,4,0.1
354,4.8,6.08,86,1.61,38.3,1.016,60,346,86,43,256,0.1
355,7.06,2.45,11,0.97,30.3,0.76,87,83,5,5,448,0.1
356,7.08,4.04,55,2.57,25.0,1.806,56,14,62,32,100,0.1
357,8.82,5.18,20,1.58,28.6,1.44,28,426,4,44,226,0.1
358,3.09,8.59,107,2.79,23.9,1.401,68,289,98,10,429,0.1
359,8.97,9.88,32,0.59,32.6,1.194,5,230,63,25,213,0.1
360,4.85,1.22,36,4.67,22.3,1.955,86,55,6,23,171,0.1
361,8.8,3.16,53,3.37,21.4,0.692,25,42,1,20,98,0.1
362,8.62,1.91,53,4.7,35.6,1.389,3,291,39,28,292,0.1
363,8.6,5.48,69,4.23,30.8,1.926,65,472,52,33,215,0.1
364,6.32,5.06,59,4.51,25.0,1.032,57,120,70,20,61,0.23954234269189514
365,5.11,6.49,80,2.11,33.8,1.43,62,118,100,44,47,0.1096613059169656
366,4.41,8.75,107,3.55,33.4,0.83,44,65,55,26,32,0.16941545984146406
367,7.66,7.91,15,0.75,26.2,1.135,96,247,29,8,267,0.1244507886696796
368,6.28,5.69,42,0.62,22.7,0.59,47,174,54,21,327,0.15074406666036555
369,5.66,2.18,56,2.37,34.4,1.922,84,63,16,37,200,0.1
370,3.85,9.86,56,2.02,22.1,1.325,88,92,69,49,446,0.1
371,5.23,1.09,43,2.07,29.7,1.856,14,258,92,30,27,0.1
372,8.95,5.39,22,2.7,34.2,1.797,3,203,28,41,424,0.1
373,3.06,7.72,109,2.22,38.7,0.987,72,313,8,46,230,0.1
374,8.45,8.71,20,4.72,26.7,1.271,87,209,72,17,260,0.10050091972067723
375,8.06,2.71,10,4.45,32.7,0.989,62,19,37,29,288,0.1
376,4.35,9.07,34,2.48,28.8,1.682,49,166,98,41,162,0.1
377,5.41,5.46,66,1.51,34.7,1.839,69,184,43,10,425,0.1261413155787558
378,5.19,8.03,35,2.84,33.1,1.924,91,467,63,38,138,0.14817143477703412
379,6.73,4.12,36,2.21,38.3,1.491,74,459,5,16,62,0.17617422018166967
380,8.16,7.55,79,1.46,37.3,1.104,51,144,59,35,135,0.12432666573394202
381,8.87,5.8,57,0.86,35.2,0.654,25,298,99,42,128,0.1
382,3.31,6.14,15,3.44,35.2,1.759,74,89,97,10,476,0.1
383,7.31,6.9,35,4.06,30.1,0.509,50,269,91,3,8,0.43432251288259044
384,3.22,1.64,31,1.55,25.6,1.588,25,288,57,38,326,0.1
385,3.9,8.04,45,4.01,30.8,0.787,94,44,17,18,463,0.1
386,6.62,4.7,62,4.61,25.5,1.359,60,311,21,2,64,0.2930039484276423
387,8.24,2.26,34,0.54,33.9,0.616,92,466,61,22,300,0.1
388,4.04,4.83,82,2.36,34.0,1.294,83,452,81,18,14,0.1
389,4.67,7.82,37,4.27,21.5,1.205,8,471,38,8,156,0.11851947399975302
390,5.9,8.33,111,1.12,23.0,1.752,36,348,15,40,40,0.11602665096805652
391,5.16,4.85,97,1.12,38.6,1.821,83,477,24,0,379,0.13735906816327653
392,7.65,1.02,116,2.04,23.8,1.279,46,468,38,12,468,0.1
393,6.49,9.48,94,1.8,35.6,1.455,39,50,87,34,403,0.21386493467237996
394,3.34,4.63,88,3.43,23.5,0.614,82,304,84,6,216,0.1
395,6.76,5.83,17,4.89,20.1,1.685,17,358,77,7,279,0.14981712840691166
396,8.31,6.98,114,4.69,34.8,1.235,73,459,93,29,434,0.16588296696833185
397,8.94,5.95,106,1.03,29.2,0.563,12,372,35,2,430,0.1
398,4.08,5.53,50,4.18,39.9,0.717,46,489,33,17,337,0.1
399,8.71,7.45,11,0.89,30.6,1.802,45,350,43,35,236,0.1
400,5.0,2.54,110,3.05,28.4,1.601,37,493,19,9,207,0.1
401,4.61,9.24,58,1.5,36.4,1.297,69,342,44,9,212,0.13511397912376813
402,8.52,5.01,23,3.95,40.0,0.79,19,476,59,6,295,0.1282364132600786
403,3.77,6.65,90,4.16,34.9,1.62,45,456,49,12,457,0.1
404,3.49,8.6,44,0.53,25.7,1.837,59,405,92,7,251,0.1
405,8.59,8.8,23,3.19,22.6,1.238,24,226,21,36,488,0.1
406,5.16,8.39,64,3.65,35.5,1.361,39,128,49,26,486,0.2362898749852186
407,3.62,3.2,31,1.76,36.0,1.932,27,378,4,23,303,0.1
408,7.38,7.7,88,3.81,24.6,1.999,15,399,34,46,350,0.14869161887177723
409,5.71,4.0,11,2.5,36.6,1.364,43,497,42,19,269,0.10958389893461362
410,5.07,5.27,52,1.14,36.1,0.694,41,100,13,29,201,0.12385008910599316
411,4.15,7.11,96,0.64,33.0,1.414,48,277,13,23,161,0.1
412,6.44,9.12,97,1.84,25.8,0.997,97,188,96,20,43,0.27427265100390796
413,5.48,4.05,61,4.08,20.0,1.347,1,293,3,19,217,0.21102069627783612
414,3.92,3.35,71,1.57,21.5,0.535,83,324,60,13,401,0.1
415,7.26,3.87,51,4.87,23.7,1.205,50,68,41,45,190,0.1016563147054424
416,5.75,9.59,48,2.61,29.1,1.556,22,352,64,1,309,0.38974551670089475
417,8.22,3.7,118,3.8,20.9,0.661,94,349,50,8,259,0.11706040876095129
418,8.2,3.42,33,4.76,38.0,1.86,83,283,20,12,105,0.1
419,6.66,4.45,77,3.89,38.9,1.197,47,248,37,3,53,0.4060913365652089
420,8.72,9.0,114,1.51,36.7,1.698,55,200,36,19,389,0.1
421,8.25,5.59,98,4.79,35.6,1.577,52,123,5,9,1,0.17108039904967764
422,4.86,5.86,101,3.67,36.5,0.502,74,327,66,30,441,0.2233030523470316
423,3.66,6.26,12,0.8,37.0,0.934,85,224,5,15,482,0.1
424,4.49,3.83,45,1.39,24.3,1.336,14,45,30,44,49,0.1
425,8.73,3.85,97,1.66,29.6,1.499,67,470,18,33,419,0.1
426,7.42,7.95,114,2.62,35.3,1.469,11,433,30,4,80,0.39671866473079864
427,7.97,8.82,59,0.95,29.5,1.701,35,42,63,27,205,0.10179402292702376
428,5.36,7.03,85,3.44,36.8,1.901,9,27,92,12,34,0.2498916303821773
429,8.29,1.48,72,1.97,24.6,0.985,79,193,9,49,263,0.1
430,7.12,4.94,27,3.57,31.8,0.58,26,241,86,38,427,0.20205179163315135
431,5.35,9.56,14,4.68,32.4,0.695,46,20,77,46,366,0.2303797403838533
432,6.07,8.2,68,4.86,39.8,0.974,99,77,49,20,91,0.47924990311260707
433,4.1,8.68,83,3.71,33.6,1.037,14,238,27,0,339,0.15765265657357314
434,8.57,7.6,87,2.37,24.0,0.705,94,450,46,26,473,0.10234568966348886
435,7.69,2.92,17,2.33,38.0,1.685,59,300,29,33,52,0.1
436,8.53,4.8,22,3.55,39.6,1.95,87,339,37,31,345,0.1
437,3.55,2.03,118,4.2,30.0,1.796,7,121,94,50,264,0.1
438,6.99,9.97,89,3.47,29.0,0.901,16,169,70,23,241,0.426471916188041
439,8.34,2.1,84,1.1,20.4,1.574,37,192,47,19,13,0.1
440,6.43,1.5,101,0.9,35.0,1.654,7,390,69,16,315,0.1
441,3.7,5.96,26,2.86,37.2,0.767,21,8,46,36,88,0.1
442,4.21,1.57,105,1.78,38.9,1.425,97,423,85,37,387,0.1
443,5.68,5.87,114,1.29,32.7,0.736,64,437,70,2,273,0.2689385343389015
444,6.63,8.87,94,0.88,21.1,1.857,4,117,41,17,166,0.15215259066877065
445,8.76,3.82,95,3.11,27.4,1.99,49,245,94,1,328,0.1
446,7.71,8.97,46,2.23,21.0,1.0,37,431,67,36,492,0.15107614618954676
447,6.52,2.83,71,4.95,37.2,0.868,38,406,80,34,134,0.18802231577696926
448,3.96,4.96,73,4.32,26.4,1.884,72,22,35,26,306,0.1
449,8.95,9.61,88,2.2,36.5,0.568,47,273,81,23,480,0.10562921417470682
450,4.05,3.88,31,3.25,25.1,1.138,79,302,6,6,319,0.1
451,6.5,5.56,12,4.41,33.0,1.774,13,161,15,41,243,0.1336122142500524
452,8.9,1.8,85,4.99,28.1,1.003,70,2,16,17,54,0.1
453,8.28,8.92,17,2.75,28.4,0.883,84,289,53,34,363,0.12435844455397388
454,5.97,6.49,43,1.23,23.6,0.755,96,293,27,39,50,0.13935385745825787
455,5.6,4.44,86,4.36,25.3,1.696,41,237,39,46,456,0.11826228362798118
456,7.6,1.83,52,2.34,29.5,0.522,30,240,76,46,174,0.1
457,3.26,2.38,76,2.41,27.9,0.948,32,88,36,37,445,0.1
458,5.53,6.55,118,3.16,33.8,1.708,33,97,7,22,189,0.23387804052477076
459,5.45,6.81,99,0.91,39.3,1.519,73,201,69,45,496,0.11875310965598705
460,7.39,6.1,69,3.18,39.9,1.049,6,361,81,23,187,0.32105669854598556
461,3.93,8.22,87,2.63,21.3,1.849,44,142,82,15,169,0.1
462,7.11,3.71,22,1.26,27.4,0.95,80,354,65,24,58,0.1
463,4.69,2.89,68,2.82,37.0,0.861,78,275,44,4,48,0.13294394794462805
464,3.64,3.22,68,4.62,30.2,1.553,66,218,66,48,344,0.1
465,8.39,6.54,43,3.78,23.8,1.973,72,490,87,16,235,0.1
466,6.26,7.68,28,2.88,25.5,1.514,62,104,32,9,252,0.3307191742439952
467,6.91,6.32,90,1.75,36.4,0.808,69,330,29,10,21,0.284362885783966
468,3.25,8.09,12,4.02,26.2,0.968,78,180,68,43,313,0.1
469,5.74,3.04,84,0.71,36.2,1.834,52,314,56,48,459,0.1
470,7.94,1.7,112,3.34,37.1,0.738,67,232,37,30,160,0.1
471,5.27,9.12,83,1.48,30.9,0.541,78,23,38,12,276,0.2664038744672736
472,5.64,3.95,93,4.96,34.5,1.369,49,389,71,24,443,0.18547276869035076
473,7.91,7.09,100,3.46,37.5,0.628,55,94,86,12,191,0.3452365241437183
474,8.26,8.09,63,0.72,25.1,0.701,9,203,17,39,385,0.1
475,6.97,4.99,68,1.94,31.1,0.874,13,464,95,14,293,0.20900248437822197
476,7.27,2.85,40,1.67,36.8,1.636,56,147,24,14,413,0.1
477,8.69,8.15,79,3.02,37.7,1.633,70,325,25,43,343,0.1
478,5.05,9.85,72,2.89,40.0,1.283,84,235,73,37,257,0.25932141321278135
479,6.4,6.97,70,1.73,35.8,1.935,18,435,56,25,308,0.15074881076183533
480,3.5,9.28,117,1.27,38.2,1.09,88,139,70,9,149,0.1
481,4.38,3.99,51,3.94,31.3,1.735,15,52,79,6,130,0.1
482,4.9,3.18,57,3.19,22.8,1.064,95,466,39,40,151,0.1
483,6.11,6.29,18,2.28,35.1,1.895,10,427,79,47,359,0.13181585218932032
484,6.38,4.72,26,1.28,25.3,0.906,35,364,81,10,99,0.13345476900046296
485,5.82,8.12,39,2.64,39.1,1.405,21,412,28,50,372,0.2505227284420704
486,8.75,6.92,48,1.43,23.5,1.392,43,76,4,47,87,0.1
487,6.57,4.53,119,0.84,36.6,0.608,51,415,38,35,458,0.18098148542093034
488,6.45,4.29,78,3.36,34.3,1.875,40,238,59,30,330,0.18238902895124307
489,8.09,6.37,56,2.94,26.0,1.784,89,142,15,14,214,0.1287787281927773
490,3.4,2.6,20,3.07,36.8,1.039,49,141,11,31,466,0.1
491,3.43,7.29,61,2.45,31.2,1.095,16,448,61,33,121,0.1
492,8.82,5.36,62,4.46,22.6,1.584,10,234,71,13,499,0.1
493,5.62,6.27,29,3.81,20.7,0.771,35,58,29,34,20,0.15614255528954785
494,4.83,2.39,14,1.33,32.9,1.637,65,153,82,40,188,0.1
495,8.19,6.04,22,1.9,21.6,1.878,31,162,56,11,71,0.1
496,5.47,3.18,111,4.83,34.9,0.943,24,114,70,4,106,0.2383798978175113
497,6.24,7.87,82,1.15,32.0,1.523,24,107,86,50,270,0.13413897610526712
498,5.78,9.78,21,1.32,23.4,1.624,65,296,57,3,348,0.1828811713878006
499,8.03,1.66,99,3.84,34.0,0.765,48,480,3,44,435,0.1
500,7.51,7.02,33,2.75,28.5,1.725,61,376,55,16,102,0.19319432312981907
